date,household_id,daily_consumption_liters,pressure_psi,temperature_celsius,population_density
2024-03-31,HH0189,292.23,47.33,11.22,9216
2024-03-07,HH0391,270.71,49.1,27.39,7693
2024-02-09,HH0250,348.56,45.46,21.31,7353
2024-02-04,HH0452,225.36,55.16,26.77,5688
2024-02-10,HH0077,235.47,39.58,35.64,1747
2024-03-03,HH0483,390.28,47.49,26.42,7605
2024-01-13,HH0210,255.52,48.83,22.62,4324
2024-03-26,HH0030,350.32,58.02,21.57,4878
2024-05-21,HH0491,264.68,40.43,31.83,8977
2024-05-18,HH0405,279.71,43.29,21.43,4392
2024-06-23,HH0031,318.78,52.51,29.62,7639
2024-04-16,HH0427,288.23,48.69,20.99,4069
2024-06-20,HH0121,245.89,43.08,21.79,7142
2024-06-20,HH0280,320.33,49.11,27.25,1461
2024-03-22,HH0273,258.81,44.6,17.06,5839
2024-04-16,HH0369,383.91,50.8,25.95,9358
2024-05-17,HH0396,271.59,51.06,18.93,1303
2024-04-18,HH0389,282.2,52.23,21.84,2633
2024-06-19,HH0245,330.35,42.8,26.88,5385
2024-03-21,HH0477,272.21,53.49,17.5,6163
2024-04-12,HH0405,313.25,57.23,24.95,7118
2024-01-03,HH0342,316.43,48.31,24.21,7979
2024-04-09,HH0200,300.7,53.91,19.5,7053
2024-05-20,HH0174,276.9,39.45,29.36,1643
2024-02-09,HH0258,300.77,58.33,18.77,4937
2024-04-12,HH0303,268.77,51.45,34.34,1175
2024-06-08,HH0126,304.09,42.74,19.6,5062
2024-04-27,HH0104,243.23,50.68,23.25,7419
2024-01-29,HH0145,330.2,50.58,22.76,7495
2024-01-20,HH0102,327.62,48.58,25.04,3427
2024-03-08,HH0332,367.04,47.93,33.51,3754
2024-03-23,HH0345,294.05,43.41,30.99,7906
2024-06-04,HH0209,226.61,45.52,25.15,3361
2024-01-04,HH0197,201.32,53.1,23.38,7026
2024-02-27,HH0497,282.41,42.33,20.65,1259
2024-05-06,HH0308,277.93,54.65,22.79,9091
2024-06-10,HH0035,334.47,51.21,23.11,3289
2024-03-26,HH0160,276.8,51.41,28.36,4239
2024-06-27,HH0002,308.39,42.06,25.05,7857
2024-03-08,HH0471,278.1,59.54,21.07,1290
2024-06-17,HH0131,235.91,59.3,22.56,2263
2024-02-04,HH0294,225.97,51.14,19.35,4096
2024-04-26,HH0312,248.6,51.03,26.55,9863
2024-01-24,HH0046,302.58,52.57,25.49,1843
2024-03-30,HH0247,254.87,42.15,32.7,5492
2024-06-01,HH0087,275.42,57.29,28.82,9302
2024-06-26,HH0160,318.33,48.13,30.62,2501
2024-05-08,HH0334,334.0,45.71,30.43,9374
2024-04-04,HH0364,380.01,39.2,27.7,3849
2024-03-24,HH0372,259.3,53.19,21.0,7592
2024-06-09,HH0029,274.78,54.67,28.23,4999
2024-03-13,HH0093,324.29,49.78,24.12,1645
2024-06-05,HH0322,195.15,47.83,20.0,2962
2024-04-27,HH0468,331.63,53.28,23.83,9525
2024-03-11,HH0340,274.62,55.7,14.49,9132
2024-01-13,HH0342,246.81,47.12,29.81,8559
2024-02-26,HH0335,325.33,47.13,28.36,5047
2024-06-26,HH0442,283.16,48.04,23.23,6321
2024-04-30,HH0367,217.06,51.29,27.03,8776
2024-01-12,HH0407,322.45,51.55,21.63,3457
2024-01-10,HH0035,394.17,53.03,17.83,8364
2024-05-21,HH0485,266.74,56.72,27.07,5205
2024-01-30,HH0096,350.65,43.25,19.37,7084
2024-04-04,HH0012,179.69,53.12,22.36,7852
2024-05-11,HH0483,300.25,55.96,37.33,2610
2024-05-18,HH0224,270.7,51.68,27.77,1693
2024-03-23,HH0495,218.17,50.47,23.43,2755
2024-05-18,HH0393,387.28,48.66,19.69,6478
2024-04-15,HH0276,253.28,50.28,25.83,4450
2024-03-19,HH0388,429.36,56.66,27.32,4818
2024-06-24,HH0167,292.11,55.33,19.16,2829
2024-05-07,HH0414,192.03,54.76,34.68,3797
2024-05-21,HH0175,222.7,44.18,33.16,3876
2024-06-17,HH0116,268.19,49.97,33.52,8905
2024-01-08,HH0106,321.07,54.27,24.8,4369
2024-01-31,HH0105,307.15,44.51,20.4,7570
2024-03-17,HH0482,201.6,39.28,25.62,3870
2024-01-18,HH0045,199.49,51.06,24.06,7432
2024-02-12,HH0239,305.16,51.72,18.06,9461
2024-06-02,HH0265,410.57,42.18,27.39,6139
2024-06-15,HH0168,281.58,50.39,24.39,4692
2024-01-23,HH0303,315.44,51.88,20.22,3839
2024-03-08,HH0140,328.92,52.23,32.68,1894
2024-03-03,HH0377,243.67,45.32,24.87,8808
2024-03-26,HH0141,377.45,50.9,18.9,3934
2024-01-28,HH0348,312.39,51.19,13.05,5673
2024-06-25,HH0407,258.46,53.77,24.56,2446
2024-01-19,HH0378,316.1,55.99,29.8,6892
2024-01-23,HH0447,218.46,58.76,25.29,5489
2024-02-29,HH0045,313.12,52.75,30.44,9926
2024-05-11,HH0440,250.67,48.16,27.65,9493
2024-05-20,HH0043,276.04,52.79,19.6,4706
2024-01-20,HH0381,334.01,44.15,26.72,7028
2024-02-26,HH0407,317.91,54.31,30.81,4482
2024-03-27,HH0247,312.6,50.43,18.26,5228
2024-05-02,HH0344,358.71,54.61,16.87,2323
2024-04-30,HH0293,225.93,44.16,18.43,3704
2024-02-13,HH0078,253.87,50.4,19.56,2768
2024-04-01,HH0328,221.11,41.64,22.08,6214
2024-03-17,HH0492,296.92,49.3,26.14,3544
2024-01-24,HH0082,261.21,52.43,19.97,2627
2024-06-24,HH0423,266.21,47.42,30.68,1902
2024-02-16,HH0249,180.95,56.23,30.37,8228
2024-02-19,HH0233,325.22,43.61,12.09,7368
2024-06-15,HH0230,311.16,40.61,20.57,3377
2024-06-04,HH0188,260.63,53.72,30.16,6167
2024-04-20,HH0316,343.8,51.11,17.63,5824
2024-06-24,HH0088,287.9,45.87,31.27,8237
2024-02-26,HH0157,324.4,46.87,15.74,2371
2024-04-08,HH0379,220.15,49.07,28.98,8729
2024-03-04,HH0169,366.69,49.26,24.27,4938
2024-03-08,HH0357,295.72,40.38,24.53,4105
2024-05-27,HH0339,326.16,51.99,22.56,4411
2024-01-01,HH0097,291.93,42.4,27.8,2408
2024-02-02,HH0018,286.02,54.27,31.02,9088
2024-01-17,HH0090,254.0,52.89,21.77,4496
2024-03-02,HH0131,336.14,45.9,18.58,9250
2024-03-30,HH0239,365.01,50.12,27.0,6243
2024-03-11,HH0037,217.53,48.53,21.93,2912
2024-06-19,HH0220,342.94,50.92,24.87,3326
2024-06-25,HH0226,304.41,55.33,19.75,8453
2024-01-04,HH0290,347.69,53.1,24.97,3075
2024-01-16,HH0412,318.76,56.3,24.96,1189
2024-02-03,HH0113,312.05,45.85,22.21,8589
2024-04-24,HH0209,230.42,56.54,23.91,1065
2024-02-12,HH0032,353.04,50.36,28.23,4808
2024-03-22,HH0148,270.53,46.56,22.42,4842
2024-04-07,HH0217,299.76,47.25,12.9,9301
2024-04-01,HH0011,274.09,45.11,33.07,1069
2024-05-05,HH0136,301.18,50.19,23.19,1768
2024-03-24,HH0027,294.16,57.79,23.25,1488
2024-02-26,HH0302,311.6,56.57,24.81,5701
2024-04-19,HH0133,344.65,53.69,20.13,1916
2024-04-06,HH0112,268.5,56.85,14.56,1301
2024-03-01,HH0150,298.82,52.56,31.31,9805
2024-03-11,HH0344,311.7,48.61,24.43,9392
2024-01-02,HH0249,241.92,49.39,27.03,2432
2024-03-02,HH0119,355.94,48.71,25.54,1459
2024-03-01,HH0060,269.85,51.21,30.61,9141
2024-05-04,HH0389,295.36,45.0,21.43,7564
2024-03-02,HH0363,382.19,45.53,22.52,3524
2024-03-04,HH0054,230.59,50.91,32.08,1496
2024-03-19,HH0246,493.29,36.78,13.73,7743
2024-05-12,HH0042,241.31,57.87,22.75,1506
2024-05-13,HH0046,307.68,50.56,26.07,7600
2024-05-25,HH0184,235.36,51.78,24.14,1584
2024-02-04,HH0476,286.58,59.8,26.25,5785
2024-05-21,HH0047,367.86,48.07,25.11,9717
2024-05-30,HH0192,293.77,51.38,27.17,6400
2024-02-22,HH0113,292.21,61.37,28.62,9877
2024-05-06,HH0412,324.99,55.28,21.32,7804
2024-06-21,HH0311,347.97,50.78,21.27,4843
2024-05-15,HH0490,322.63,46.95,24.6,6255
2024-01-07,HH0257,288.58,42.89,35.32,5208
2024-04-01,HH0078,333.19,46.48,17.13,9419
2024-04-15,HH0194,282.29,51.53,25.74,6649
2024-06-25,HH0099,294.44,41.56,23.93,1211
2024-05-19,HH0459,349.44,56.72,33.85,5062
2024-01-07,HH0320,308.7,53.89,31.2,2597
2024-05-04,HH0252,311.49,48.28,28.68,1191
2024-03-17,HH0407,267.56,47.55,19.07,8420
2024-03-19,HH0493,307.56,40.22,25.49,4457
2024-01-30,HH0396,337.06,47.18,22.9,3887
2024-05-12,HH0432,208.9,48.81,27.85,9602
2024-01-02,HH0442,280.53,53.73,34.65,3591
2024-06-08,HH0364,253.72,58.54,17.22,7002
2024-06-17,HH0081,330.03,47.57,19.42,7033
2024-04-29,HH0442,332.51,54.3,25.99,8990
2024-04-28,HH0467,341.97,51.75,27.39,9250
2024-01-13,HH0050,320.02,46.98,24.08,4852
2024-03-17,HH0335,348.97,51.97,27.58,2565
2024-01-14,HH0167,254.38,49.51,19.02,7408
2024-05-13,HH0432,277.0,53.81,29.34,6410
2024-03-03,HH0224,256.5,42.19,21.29,1275
2024-06-25,HH0043,380.9,52.14,23.82,2604
2024-05-25,HH0439,317.2,44.61,30.11,6811
2024-06-04,HH0325,345.56,44.36,27.25,1036
2024-03-29,HH0438,285.13,60.42,29.59,1760
2024-06-06,HH0290,236.34,50.72,23.39,1996
2024-03-08,HH0032,309.3,38.6,25.18,3180
2024-01-25,HH0199,388.19,45.24,24.58,5008
2024-03-08,HH0326,212.88,44.02,21.24,3348
2024-01-18,HH0449,417.23,60.29,24.61,8097
2024-02-07,HH0135,273.43,52.53,25.12,4815
2024-05-15,HH0096,324.5,56.57,20.64,2268
2024-01-18,HH0082,290.09,47.48,24.51,9812
2024-02-01,HH0456,372.8,50.22,20.3,8677
2024-06-24,HH0491,336.12,51.54,19.8,9064
2024-04-22,HH0322,302.0,47.48,28.23,2691
2024-03-10,HH0469,297.45,49.99,19.72,6099
2024-06-09,HH0137,219.98,47.5,23.16,8008
2024-01-02,HH0320,321.47,52.12,22.98,9728
2024-05-02,HH0025,313.42,50.13,22.65,9097
2024-02-13,HH0370,295.94,46.04,19.21,7029
2024-06-11,HH0415,253.05,41.92,34.75,4520
2024-02-28,HH0002,305.26,53.5,23.15,3293
2024-06-24,HH0014,275.82,53.52,25.57,9738
2024-06-07,HH0095,181.92,44.47,22.99,2699
2024-01-19,HH0108,295.84,47.63,37.25,5272
2024-02-12,HH0346,294.1,47.29,22.42,1500
2024-01-04,HH0305,311.57,59.81,21.84,5736
2024-04-06,HH0104,301.49,55.13,31.25,4185
2024-02-24,HH0071,234.95,46.82,24.3,9867
2024-04-28,HH0314,270.23,48.33,30.15,4443
2024-02-02,HH0351,209.32,49.18,19.86,8930
2024-05-02,HH0414,309.73,47.2,22.09,1869
2024-01-04,HH0062,304.22,52.64,21.23,3935
2024-03-04,HH0009,305.65,45.34,24.52,5774
2024-01-18,HH0459,240.02,49.03,31.05,7211
2024-02-28,HH0371,190.14,48.89,28.19,5520
2024-02-11,HH0054,363.39,58.81,31.15,8800
2024-03-18,HH0164,210.04,51.6,17.11,6965
2024-04-28,HH0209,360.62,56.53,20.11,4143
2024-03-08,HH0480,359.31,39.84,25.67,6391
2024-02-04,HH0359,274.18,48.35,21.75,5667
2024-01-10,HH0112,269.16,51.55,25.09,3269
2024-05-26,HH0165,367.55,44.7,18.15,6995
2024-02-27,HH0022,440.69,57.29,37.23,8039
2024-05-01,HH0036,320.68,58.15,21.55,2872
2024-02-15,HH0086,302.02,56.19,33.94,7134
2024-04-02,HH0170,247.54,51.85,31.26,8976
2024-03-04,HH0394,400.83,47.58,25.15,4816
2024-06-20,HH0321,265.47,47.86,28.39,9938
2024-01-03,HH0076,190.52,53.92,23.49,6167
2024-04-16,HH0313,368.74,44.36,27.57,9717
2024-05-30,HH0493,325.37,49.01,26.77,9952
2024-05-23,HH0434,352.99,52.58,30.56,5899
2024-05-03,HH0065,290.26,49.18,26.32,2571
2024-01-10,HH0130,241.55,48.98,24.53,8019
2024-04-28,HH0090,247.77,52.45,21.91,6825
2024-04-14,HH0151,334.41,49.75,17.83,7735
2024-06-23,HH0200,343.14,52.13,27.46,4650
2024-01-02,HH0274,354.7,45.24,19.24,2709
2024-05-13,HH0324,306.9,45.23,29.56,4506
2024-02-02,HH0272,381.13,54.77,20.76,3171
2024-03-26,HH0349,673.63,55.58,21.61,9892
2024-04-20,HH0495,317.74,49.36,19.7,2610
2024-06-02,HH0318,415.02,42.78,28.13,1859
2024-04-17,HH0348,301.71,52.59,26.0,6022
2024-06-09,HH0139,301.02,38.08,26.58,9342
2024-01-02,HH0427,375.21,44.49,21.65,1760
2024-04-09,HH0136,248.24,54.41,31.97,4943
2024-06-06,HH0260,289.76,42.09,33.31,6018
2024-05-20,HH0141,226.58,42.63,26.48,6561
2024-04-22,HH0009,264.6,48.84,23.01,6038
2024-01-25,HH0198,212.23,46.59,22.38,1747
2024-02-15,HH0123,312.81,52.72,18.1,4856
2024-05-18,HH0208,362.52,43.22,14.37,6362
2024-03-30,HH0493,238.33,47.02,22.07,9168
2024-05-30,HH0200,374.37,53.43,21.7,4869
2024-03-21,HH0116,298.17,51.28,27.68,7634
2024-05-11,HH0017,375.63,57.55,21.8,4763
2024-06-02,HH0147,321.3,44.89,24.94,2086
2024-04-09,HH0386,273.45,52.17,26.92,9664
2024-01-01,HH0152,356.7,56.21,20.72,2533
2024-04-20,HH0109,266.64,48.78,24.74,9663
2024-04-15,HH0287,413.07,50.09,21.62,4581
2024-02-28,HH0067,347.32,54.31,21.33,1783
2024-02-24,HH0192,422.52,62.63,31.82,5445
2024-01-07,HH0305,757.24,45.37,30.68,1594
2024-02-14,HH0112,355.7,49.78,25.94,6033
2024-04-17,HH0357,348.44,48.08,21.29,7495
2024-05-18,HH0406,279.57,45.22,29.64,9203
2024-01-27,HH0396,277.13,44.45,21.38,3195
2024-02-05,HH0301,309.04,50.68,30.43,5737
2024-05-28,HH0017,293.72,56.59,26.24,9386
2024-06-19,HH0152,322.93,48.83,34.84,3693
2024-06-18,HH0411,342.18,51.08,10.71,1447
2024-04-10,HH0156,347.15,54.67,23.39,8044
2024-05-02,HH0492,285.75,55.06,29.68,6568
2024-05-18,HH0025,287.32,50.77,25.15,3862
2024-04-11,HH0032,290.82,51.84,33.38,6405
2024-02-28,HH0195,460.85,59.49,22.85,4051
2024-06-26,HH0244,258.7,53.19,26.63,2878
2024-03-04,HH0338,306.67,49.45,17.48,1656
2024-03-20,HH0003,278.77,54.92,18.93,9402
2024-05-22,HH0140,240.34,50.41,29.41,8676
2024-03-17,HH0088,244.0,42.29,22.27,8864
2024-04-11,HH0130,237.21,54.28,30.19,2989
2024-06-28,HH0123,349.37,52.21,30.82,6209
2024-03-20,HH0165,388.0,49.48,25.95,6382
2024-05-23,HH0105,357.25,48.27,21.07,8430
2024-02-13,HH0273,255.82,46.71,15.18,1072
2024-05-09,HH0402,551.7,53.61,25.37,3540
2024-04-29,HH0454,277.79,46.0,27.95,1356
2024-02-09,HH0351,267.06,48.12,20.44,9499
2024-01-11,HH0033,340.32,43.16,38.44,1349
2024-05-06,HH0070,314.55,43.98,28.1,5288
2024-05-24,HH0099,303.53,46.73,16.1,1900
2024-04-20,HH0163,285.25,51.76,31.2,2466
2024-04-04,HH0423,486.22,48.15,25.85,1355
2024-02-06,HH0454,236.97,52.67,24.57,3504
2024-04-08,HH0290,343.9,49.96,21.51,5882
2024-06-17,HH0369,357.35,52.96,15.84,3035
2024-05-31,HH0155,632.28,46.07,19.66,9823
2024-02-06,HH0346,282.38,55.12,27.8,4869
2024-01-24,HH0236,286.72,46.76,26.47,7700
2024-02-16,HH0053,304.18,43.26,27.15,5296
2024-05-29,HH0051,957.73,49.67,28.83,5728
2024-01-30,HH0092,248.81,55.81,26.3,6062
2024-02-27,HH0459,875.47,48.55,30.41,3697
2024-02-25,HH0164,301.7,44.18,31.57,6780
2024-05-19,HH0209,303.4,44.63,23.06,1372
2024-05-17,HH0416,238.43,45.17,25.05,7350
2024-01-16,HH0460,243.31,46.87,22.05,1755
2024-01-05,HH0389,327.74,54.47,28.45,6809
2024-01-10,HH0132,291.83,59.3,26.22,2693
2024-04-21,HH0094,321.06,50.14,20.19,7231
2024-01-16,HH0417,325.7,52.27,29.64,2458
2024-03-24,HH0260,281.77,45.56,16.6,1344
2024-05-20,HH0022,345.65,61.12,27.72,8232
2024-02-25,HH0191,238.97,51.4,28.29,6303
2024-01-26,HH0429,434.59,47.95,28.5,9778
2024-03-28,HH0331,354.03,59.11,28.6,4793
2024-05-17,HH0382,287.89,49.72,28.65,8396
2024-02-19,HH0253,355.24,41.27,15.7,8460
2024-05-08,HH0239,307.39,54.6,26.84,4051
2024-04-13,HH0138,305.58,45.36,22.48,9920
2024-02-29,HH0351,234.04,50.04,28.8,8399
2024-02-08,HH0166,276.23,52.62,28.98,6388
2024-04-24,HH0476,340.6,53.73,24.32,1657
2024-05-29,HH0262,290.63,44.22,27.08,6963
2024-06-22,HH0340,264.36,46.98,23.7,2976
2024-01-02,HH0098,334.22,59.96,25.97,2516
2024-01-05,HH0260,265.34,46.19,24.19,3353
2024-06-07,HH0311,308.17,62.4,25.95,1298
2024-01-21,HH0007,270.55,58.27,32.51,5394
2024-01-24,HH0414,337.66,44.42,29.04,9102
2024-03-26,HH0439,343.21,48.05,20.79,4936
2024-05-25,HH0102,301.67,42.6,26.66,3178
2024-03-11,HH0375,330.74,57.23,19.18,9104
2024-05-10,HH0008,267.53,49.94,24.21,3627
2024-04-14,HH0223,216.78,56.32,24.51,2784
2024-06-01,HH0389,343.76,49.28,23.79,3404
2024-03-04,HH0167,272.1,49.76,23.42,1841
2024-05-03,HH0159,203.13,59.82,35.76,1044
2024-06-16,HH0429,272.69,54.07,32.18,9009
2024-06-23,HH0058,358.21,48.35,29.65,1472
2024-02-29,HH0369,263.0,47.71,19.1,3137
2024-02-29,HH0007,432.68,46.25,17.13,9377
2024-04-24,HH0190,354.86,59.36,27.74,8596
2024-04-10,HH0371,404.73,55.38,22.14,5538
2024-03-15,HH0498,342.51,55.6,23.69,2192
2024-01-01,HH0472,316.08,56.67,16.69,7755
2024-03-08,HH0008,287.34,51.32,23.88,1540
2024-05-13,HH0011,197.2,53.07,29.22,2407
2024-02-22,HH0025,367.6,59.24,26.34,5067
2024-03-03,HH0209,228.88,46.28,27.59,1348
2024-05-27,HH0398,336.14,52.54,8.86,7655
2024-06-11,HH0316,207.27,43.47,25.35,4409
2024-02-20,HH0077,332.89,45.68,13.43,9453
2024-04-26,HH0182,257.09,47.51,19.67,6418
2024-02-04,HH0384,333.19,50.96,20.05,7501
2024-05-28,HH0005,235.09,44.4,22.0,5445
2024-03-07,HH0150,319.89,45.24,27.37,8171
2024-03-08,HH0416,348.07,49.73,18.95,4487
2024-02-15,HH0038,289.37,44.94,24.48,2023
2024-03-15,HH0209,307.54,48.44,22.52,2116
2024-02-10,HH0147,395.26,55.02,24.46,4498
2024-04-10,HH0347,255.95,60.06,26.69,3316
2024-01-21,HH0235,360.51,50.01,28.18,5231
2024-03-17,HH0156,329.64,52.58,29.29,7134
2024-05-27,HH0069,335.25,49.65,22.22,7045
2024-06-13,HH0086,321.27,42.73,28.25,6383
2024-05-05,HH0386,369.1,54.63,28.89,3139
2024-04-28,HH0148,328.03,43.52,29.31,4957
2024-01-23,HH0193,353.55,44.16,20.98,1354
2024-03-03,HH0482,309.54,49.42,12.02,1698
2024-06-06,HH0246,353.47,43.39,23.31,7016
2024-02-25,HH0490,244.32,46.83,24.83,2184
2024-06-06,HH0153,324.06,45.7,34.14,4738
2024-03-12,HH0446,246.77,53.18,27.14,6691
2024-03-26,HH0255,290.39,49.6,26.03,4762
2024-01-07,HH0051,267.94,46.28,14.54,3685
2024-02-03,HH0002,233.53,52.71,27.65,5388
2024-05-14,HH0013,320.13,50.68,27.36,3355
2024-03-17,HH0062,381.97,53.32,6.96,4733
2024-02-08,HH0151,320.76,46.57,27.07,9263
2024-02-26,HH0484,309.04,48.12,24.56,5066
2024-03-12,HH0436,310.38,47.78,25.92,7694
2024-05-22,HH0375,359.53,49.93,15.01,5742
2024-03-14,HH0402,253.37,51.43,20.51,9701
2024-01-02,HH0339,321.62,51.96,29.75,4027
2024-02-04,HH0220,354.31,51.7,25.58,1419
2024-05-20,HH0487,336.37,51.46,25.68,9365
2024-03-14,HH0317,413.26,52.97,28.15,3488
2024-04-17,HH0392,350.29,49.63,29.95,9185
2024-02-22,HH0467,349.86,42.24,31.96,8635
2024-05-23,HH0366,423.69,48.64,29.77,8408
2024-06-19,HH0035,267.41,48.8,17.26,5241
2024-02-07,HH0202,355.57,58.92,25.43,2131
2024-02-14,HH0460,713.78,42.98,33.59,1474
2024-04-17,HH0417,247.22,55.02,19.31,9883
2024-02-06,HH0137,309.67,49.46,18.43,2201
2024-03-07,HH0096,287.01,56.36,35.56,7661
2024-01-18,HH0452,358.73,51.07,31.85,7215
2024-03-10,HH0404,298.94,52.65,37.71,9933
2024-02-25,HH0349,254.44,50.48,25.82,4481
2024-02-03,HH0305,240.32,56.27,21.38,4481
2024-03-02,HH0051,316.83,47.59,21.57,6440
2024-04-09,HH0182,367.28,58.29,27.81,6553
2024-05-22,HH0383,304.16,45.74,25.49,5223
2024-02-07,HH0290,256.36,51.65,24.13,9322
2024-03-26,HH0420,345.7,42.91,20.13,6354
2024-05-10,HH0245,266.26,56.3,21.19,2083
2024-06-07,HH0261,259.09,57.54,14.59,8777
2024-01-12,HH0382,327.64,47.12,27.89,6745
2024-02-16,HH0238,324.76,49.62,21.64,3744
2024-01-10,HH0358,354.39,54.53,22.99,1248
2024-03-08,HH0314,364.62,45.06,28.2,4250
2024-06-12,HH0106,259.4,51.38,21.35,2418
2024-06-24,HH0015,270.04,49.34,27.88,4081
2024-03-31,HH0304,321.16,60.63,29.56,2631
2024-05-03,HH0094,319.46,53.66,26.24,6066
2024-06-10,HH0391,330.57,49.69,28.62,3464
2024-05-07,HH0302,487.04,47.68,25.43,1883
2024-05-03,HH0377,349.5,47.6,29.62,7411
2024-04-06,HH0360,289.78,47.74,25.7,8459
2024-05-24,HH0354,252.99,59.39,27.67,5074
2024-03-03,HH0211,234.89,47.27,17.74,8094
2024-03-22,HH0420,355.17,54.83,17.62,7464
2024-01-17,HH0329,209.49,45.96,26.64,8779
2024-01-11,HH0447,265.0,40.22,22.75,4759
2024-03-23,HH0179,307.45,42.68,26.26,1743
2024-05-04,HH0003,348.13,52.98,28.65,1193
2024-06-27,HH0340,268.87,54.2,23.86,9129
2024-06-11,HH0064,267.8,46.07,26.76,2785
2024-03-17,HH0187,280.18,55.71,15.14,8711
2024-02-23,HH0185,232.37,46.98,29.04,5383
2024-05-22,HH0457,298.05,48.48,29.39,3081
2024-05-08,HH0160,251.84,57.03,36.98,6721
2024-06-15,HH0272,223.07,51.16,18.54,3297
2024-03-15,HH0098,351.26,47.85,21.64,6318
2024-01-13,HH0147,331.56,52.55,23.17,2823
2024-04-12,HH0045,313.74,45.87,25.14,4420
2024-01-30,HH0412,265.05,43.0,26.36,6175
2024-05-11,HH0144,273.18,47.66,27.01,2625
2024-01-09,HH0488,306.63,47.75,25.2,2157
2024-01-29,HH0312,242.36,52.2,17.32,8916
2024-02-01,HH0385,280.74,50.25,25.39,6978
2024-01-02,HH0084,767.93,47.36,19.44,6706
2024-01-26,HH0261,312.06,53.16,24.15,2665
2024-05-03,HH0310,199.97,51.08,22.83,3705
2024-05-13,HH0253,363.05,46.79,29.36,2450
2024-05-26,HH0369,292.51,48.35,26.28,3367
2024-01-02,HH0125,290.8,54.14,26.01,4350
2024-01-14,HH0274,396.14,49.29,20.69,8879
2024-04-11,HH0236,328.13,53.6,27.03,5776
2024-02-03,HH0291,265.35,58.54,20.49,5682
2024-06-18,HH0008,300.82,48.0,27.0,2245
2024-01-03,HH0341,264.57,45.87,20.19,5507
2024-06-13,HH0428,174.87,47.82,27.11,7704
2024-01-18,HH0351,186.85,54.01,21.15,2141
2024-02-23,HH0447,331.77,46.0,14.7,2371
2024-03-24,HH0138,296.11,54.27,26.4,6361
2024-05-01,HH0227,362.0,56.51,28.72,7276
2024-01-12,HH0482,258.66,51.81,21.9,8831
2024-06-03,HH0189,290.77,52.58,20.62,3151
2024-06-07,HH0296,259.16,61.89,26.59,4161
2024-03-17,HH0170,279.11,48.59,22.7,2068
2024-02-29,HH0448,305.16,57.4,22.99,1630
2024-02-11,HH0293,285.03,52.39,22.42,9897
2024-04-20,HH0049,213.24,55.18,26.77,5444
2024-04-27,HH0457,210.93,47.77,29.67,2092
2024-03-10,HH0442,289.1,50.38,17.44,6797
2024-03-31,HH0358,629.74,45.67,29.17,3313
2024-03-24,HH0276,288.22,52.37,27.53,1641
2024-01-26,HH0119,345.95,50.08,22.76,2139
2024-04-24,HH0387,321.28,55.19,30.89,2125
2024-02-11,HH0164,349.0,56.96,22.93,7430
2024-01-31,HH0238,224.3,56.55,28.33,2773
2024-06-02,HH0100,419.87,59.0,21.48,7089
2024-05-12,HH0474,210.32,40.85,21.37,7253
2024-06-15,HH0063,346.09,50.71,30.6,3397
2024-05-26,HH0252,299.06,45.04,26.14,4996
2024-03-22,HH0346,330.17,61.63,28.32,5986
2024-05-29,HH0380,337.9,55.79,21.84,6224
2024-03-03,HH0258,396.66,54.86,23.77,3609
2024-01-17,HH0207,308.21,51.18,24.45,6561
2024-05-16,HH0315,383.8,61.87,28.11,9899
2024-03-28,HH0038,335.5,44.01,33.25,3955
2024-04-21,HH0459,196.54,58.72,27.41,7058
2024-04-09,HH0313,312.91,48.62,25.55,7850
2024-01-11,HH0081,252.06,43.91,26.89,3786
2024-04-28,HH0134,235.2,48.07,15.52,7570
2024-01-05,HH0490,317.98,50.7,20.89,8657
2024-04-12,HH0145,364.67,47.19,28.72,4500
2024-03-27,HH0322,308.74,49.86,30.44,8166
2024-06-12,HH0183,277.78,49.57,25.19,1413
2024-04-30,HH0041,337.2,43.85,25.5,1352
2024-06-18,HH0011,424.13,57.67,30.29,3926
2024-03-15,HH0010,387.25,49.64,19.95,8558
2024-03-05,HH0217,282.76,48.75,25.92,6332
2024-04-24,HH0125,230.69,49.06,27.88,5708
2024-06-10,HH0141,261.13,54.55,18.62,1389
2024-02-05,HH0418,390.15,46.01,27.82,5385
2024-01-28,HH0417,339.51,50.62,31.41,3486
2024-01-09,HH0316,306.93,49.93,24.2,1641
2024-04-12,HH0159,247.4,47.36,33.03,3848
2024-04-11,HH0356,289.16,48.68,16.28,1510
2024-04-18,HH0482,300.28,54.81,31.78,2237
2024-03-15,HH0411,349.82,52.34,22.58,7200
2024-06-01,HH0254,256.63,57.95,33.42,8188
2024-03-19,HH0218,288.87,50.1,19.35,6949
2024-03-10,HH0301,343.44,44.01,31.16,9875
2024-01-08,HH0184,333.11,40.93,25.75,2915
2024-01-16,HH0415,314.16,42.32,23.65,8468
2024-06-04,HH0459,295.12,47.31,23.48,3923
2024-06-01,HH0116,302.74,53.19,22.54,5296
2024-04-14,HH0020,310.84,43.15,27.48,7610
2024-01-22,HH0397,349.13,54.36,30.16,1257
2024-03-02,HH0498,298.01,50.86,22.17,7073
2024-05-27,HH0287,381.64,40.38,23.26,2611
2024-02-01,HH0476,290.8,51.71,35.33,6446
2024-01-10,HH0356,381.52,50.89,26.6,1441
2024-04-19,HH0167,214.44,51.02,24.21,9639
2024-02-10,HH0099,275.01,48.9,28.47,9066
